query_id,log2FC,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs
CM_cdhit-1_transcript_19850,-21.243348086830444,1233950.IW22_15540,0,1090,"COG1024@1|root,COG1250@1|root,COG1024@2|Bacteria,COG1250@2|Bacteria,4NF9D@976|Bacteroidetes,1HY3C@117743|Flavobacteriia,3ZNWN@59732|Chryseobacterium",976|Bacteroidetes,I,3-hydroxyacyl-CoA dehydrogenase,fadN,-,1.1.1.35,ko:K07516,"ko00071,ko00362,ko00650,ko01100,ko01120,ko01200,ko01212,map00071,map00362,map00650,map01100,map01120,map01200,map01212",M00087,"R01975,R04737,R04739,R04741,R04743,R04745,R04748,R05305","RC00029,RC00117","ko00000,ko00001,ko00002,ko01000",-,-,-,"3HCDH,3HCDH_N,ECH_1"
CM_cdhit-1_transcript_19870,-21.222181147470916,758.BBIX01000006_gene245,2.7799999999999996e-43,145,"2AU0F@1|root,31JKB@2|Bacteria,1RGGF@1224|Proteobacteria,1S5B2@1236|Gammaproteobacteria,1Y8GF@135625|Pasteurellales",135625|Pasteurellales,S,by Glimmer3,-,-,-,-,-,-,-,-,-,-,-,-,-
CM_cdhit-1_transcript_20165,-21.12545510517075,491205.JARQ01000004_gene2376,5.1e-227,643,"COG0457@1|root,COG4235@1|root,COG0457@2|Bacteria,COG4235@2|Bacteria,4NKVI@976|Bacteroidetes,1HYCF@117743|Flavobacteriia,3ZQ62@59732|Chryseobacterium",976|Bacteroidetes,O,Tetratricopeptide repeats,-,-,-,-,-,-,-,-,-,-,-,-,"TPR_16,TPR_6,TPR_8"
CM_cdhit-1_transcript_20964,8.903840441970408,1150469.RSPPHO_02107,5.66e-9,59.7,"COG2352@1|root,COG2352@2|Bacteria,1MUD5@1224|Proteobacteria,2TR6F@28211|Alphaproteobacteria,2JR6A@204441|Rhodospirillales",204441|Rhodospirillales,C,"Forms oxaloacetate, a four-carbon dicarboxylic acid source for the tricarboxylic acid cycle",ppc,-,4.1.1.31,ko:K01595,"ko00620,ko00680,ko00710,ko00720,ko01100,ko01120,ko01200,map00620,map00680,map00710,map00720,map01100,map01120,map01200","M00168,M00170,M00171,M00172,M00173,M00346,M00374",R00345,RC02741,"ko00000,ko00001,ko00002,ko01000",-,-,-,PEPcase
CM_cdhit-1_transcript_21016,-21.243348086830444,37682.EMT00243,1.56e-100,305,"COG0316@1|root,COG0822@1|root,KOG1120@2759|Eukaryota,KOG3361@2759|Eukaryota,37TT5@33090|Viridiplantae,3GI19@35493|Streptophyta,3KZET@4447|Liliopsida,3I5J0@38820|Poales",35493|Streptophyta,C,"Scaffold protein for the de novo synthesis of iron- sulfur (Fe-S) clusters within mitochondria, which is required for maturation of both mitochondrial and cytoplasmic 2Fe-2S and 4Fe-4S proteins",-,"GO:0003674,GO:0003824,GO:0005198,GO:0005488,GO:0005506,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005759,GO:0006807,GO:0006873,GO:0006875,GO:0006879,GO:0008150,GO:0008152,GO:0008198,GO:0009987,GO:0010467,GO:0016740,GO:0016782,GO:0019538,GO:0019725,GO:0030003,GO:0031974,GO:0036455,GO:0042592,GO:0043167,GO:0043169,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0044238,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0046872,GO:0046914,GO:0046916,GO:0048037,GO:0048878,GO:0050801,GO:0051536,GO:0051537,GO:0051539,GO:0051540,GO:0051604,GO:0055065,GO:0055072,GO:0055076,GO:0055080,GO:0055082,GO:0065007,GO:0065008,GO:0070013,GO:0071704,GO:0097428,GO:0098771,GO:1901564",-,ko:K22068,-,-,-,-,"ko00000,ko03029",-,-,-,NifU_N
CM_cdhit-1_transcript_21346,-21.500742821562092,390235.PputW619_0717,7.98e-155,450,"COG0149@1|root,COG0149@2|Bacteria,1MWK5@1224|Proteobacteria,1RM8I@1236|Gammaproteobacteria,1YXJP@136845|Pseudomonas putida group",1236|Gammaproteobacteria,F,Involved in the gluconeogenesis. Catalyzes stereospecifically the conversion of dihydroxyacetone phosphate (DHAP) to D-glyceraldehyde-3-phosphate (G3P),tpiA,"GO:0003674,GO:0003824,GO:0004807,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0005996,GO:0006006,GO:0006066,GO:0006071,GO:0006081,GO:0006082,GO:0006090,GO:0006091,GO:0006094,GO:0006096,GO:0006139,GO:0006163,GO:0006164,GO:0006165,GO:0006725,GO:0006732,GO:0006733,GO:0006753,GO:0006754,GO:0006757,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009108,GO:0009117,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009132,GO:0009135,GO:0009141,GO:0009142,GO:0009144,GO:0009145,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009165,GO:0009166,GO:0009167,GO:0009168,GO:0009179,GO:0009185,GO:0009199,GO:0009201,GO:0009205,GO:0009206,GO:0009259,GO:0009260,GO:0009987,GO:0016051,GO:0016052,GO:0016053,GO:0016310,GO:0016853,GO:0016860,GO:0016861,GO:0017144,GO:0018130,GO:0019318,GO:0019319,GO:0019359,GO:0019362,GO:0019363,GO:0019400,GO:0019405,GO:0019438,GO:0019439,GO:0019563,GO:0019637,GO:0019682,GO:0019693,GO:0019751,GO:0019752,GO:0032787,GO:0034404,GO:0034641,GO:0034654,GO:0034655,GO:0042802,GO:0042866,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044262,GO:0044270,GO:0044271,GO:0044275,GO:0044281,GO:0044282,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046031,GO:0046034,GO:0046164,GO:0046166,GO:0046174,GO:0046184,GO:0046364,GO:0046390,GO:0046394,GO:0046434,GO:0046483,GO:0046496,GO:0046700,GO:0046939,GO:0051186,GO:0051188,GO:0055086,GO:0071704,GO:0072330,GO:0072521,GO:0072522,GO:0072524,GO:0072525,GO:0090407,GO:1901135,GO:1901137,GO:1901292,GO:1901293,GO:1901360,GO:1901361,GO:1901362,GO:1901564,GO:1901566,GO:1901575,GO:1901576,GO:1901615,GO:1901616",5.3.1.1,ko:K01803,"ko00010,ko00051,ko00562,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00010,map00051,map00562,map00710,map01100,map01110,map01120,map01130,map01200,map01230","M00001,M00002,M00003",R01015,RC00423,"ko00000,ko00001,ko00002,ko01000,ko04147",-,-,iJN746.PP_4715,TIM
CM_cdhit-1_transcript_21542,-10.114219421553397,1175306.GWL_36790,2.7299999999999998e-241,669,"COG3203@1|root,COG3203@2|Bacteria,1R9DF@1224|Proteobacteria,2VH5X@28216|Betaproteobacteria,4763Q@75682|Oxalobacteraceae",28216|Betaproteobacteria,M,Outer membrane protein (Porin),-,-,-,-,-,-,-,-,-,-,-,-,Porin_4
CM_cdhit-1_transcript_21603,-20.372535613022627,421072.IO89_11295,6.519999999999999e-168,500,"COG0811@1|root,COG0811@2|Bacteria,4NE8M@976|Bacteroidetes,1HY7I@117743|Flavobacteriia,3HH5S@358033|Chryseobacterium",976|Bacteroidetes,N,MotA/TolQ/ExbB proton channel family,exbB,-,-,ko:K03561,-,-,-,-,"ko00000,ko02000",1.A.30.2.1,-,-,MotA_ExbB
CM_cdhit-1_transcript_22159,-21.093151840192395,1166016.W5S_2802,3.629999999999999e-55,174,"2CFXH@1|root,32S2R@2|Bacteria,1MZNE@1224|Proteobacteria,1S8Z0@1236|Gammaproteobacteria,1MSRR@122277|Pectobacterium",1236|Gammaproteobacteria,S,BssS protein family,bssS,"GO:0008150,GO:0043900,GO:0050789,GO:0050794,GO:0065007,GO:1900190",-,ko:K12148,-,-,-,-,"ko00000,ko02048",-,-,-,BssS
CM_cdhit-1_transcript_22552,-21.024451202247334,561230.PC1_3344,1.1899999999999996e-183,518,"COG1464@1|root,COG1464@2|Bacteria,1MUVY@1224|Proteobacteria,1RS3R@1236|Gammaproteobacteria,1MPW5@122277|Pectobacterium",1236|Gammaproteobacteria,M,Belongs to the nlpA lipoprotein family,metQ,"GO:0000101,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006812,GO:0006820,GO:0006865,GO:0008150,GO:0015711,GO:0015821,GO:0015849,GO:0016020,GO:0016021,GO:0030288,GO:0030313,GO:0031224,GO:0031225,GO:0031226,GO:0031975,GO:0032991,GO:0042597,GO:0042940,GO:0043190,GO:0044425,GO:0044459,GO:0044464,GO:0046658,GO:0046942,GO:0048473,GO:0051179,GO:0051234,GO:0055052,GO:0071702,GO:0071705,GO:0071944,GO:0072348,GO:0098533,GO:0098796,GO:0098797,GO:1902494,GO:1902495,GO:1904949,GO:1990351",-,"ko:K02072,ko:K02073","ko02010,map02010",M00238,-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.24,-,ic_1306.c0238,Lipoprotein_9
CM_cdhit-1_transcript_22635,-21.263387175690355,78398.KS43_10900,5.1500000000000004e-266,752,"COG0649@1|root,COG0852@1|root,COG0649@2|Bacteria,COG0852@2|Bacteria,1MVIN@1224|Proteobacteria,1RM98@1236|Gammaproteobacteria,1MR4R@122277|Pectobacterium",1236|Gammaproteobacteria,C,"NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient",nuoC,"GO:0003674,GO:0003824,GO:0003954,GO:0005575,GO:0005623,GO:0005886,GO:0006091,GO:0006119,GO:0006120,GO:0006139,GO:0006163,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008137,GO:0008150,GO:0008152,GO:0009117,GO:0009123,GO:0009126,GO:0009141,GO:0009144,GO:0009150,GO:0009161,GO:0009167,GO:0009199,GO:0009205,GO:0009259,GO:0009987,GO:0015980,GO:0016020,GO:0016310,GO:0016491,GO:0016651,GO:0016655,GO:0017144,GO:0019637,GO:0019693,GO:0022900,GO:0022904,GO:0030964,GO:0032991,GO:0034641,GO:0042773,GO:0042775,GO:0044237,GO:0044238,GO:0044281,GO:0044425,GO:0044459,GO:0044464,GO:0045271,GO:0045272,GO:0045333,GO:0046034,GO:0046483,GO:0050136,GO:0055086,GO:0055114,GO:0070469,GO:0070470,GO:0071704,GO:0071944,GO:0072521,GO:0098796,GO:0098797,GO:0098803,GO:1901135,GO:1901360,GO:1901564,GO:1902494,GO:1990204",1.6.5.3,ko:K13378,"ko00190,ko01100,map00190,map01100",M00144,R11945,RC00061,"ko00000,ko00001,ko00002,ko01000",3.D.1,-,"iECDH10B_1368.ECDH10B_2448,iECDH1ME8569_1439.ECDH1ME8569_2223,iETEC_1333.ETEC_2421,iEcDH1_1363.EcDH1_1371,iPC815.YPO2553,iUMNK88_1353.UMNK88_2836","Complex1_30kDa,Complex1_49kDa"
CM_cdhit-1_transcript_22659,-21.11327262830988,34506.g3108,1.27e-139,403,"COG0054@1|root,KOG3243@2759|Eukaryota,39X3H@33154|Opisthokonta,3C0B2@33208|Metazoa,3DGTD@33213|Bilateria",33208|Metazoa,H,"6,7-dimethyl-8-ribityllumazine",-,-,-,-,-,-,-,-,-,-,-,-,DMRL_synthase
CM_cdhit-1_transcript_23219,-21.41499188003864,1123020.AUIE01000006_gene4056,1.49e-28,125,"COG0582@1|root,COG0582@2|Bacteria,1MVZB@1224|Proteobacteria,1RP4Y@1236|Gammaproteobacteria,1YKHA@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,L,Phage integrase family,intR,-,-,ko:K14059,-,-,-,-,ko00000,-,-,-,"Arm-DNA-bind_2,Phage_integrase"
CM_cdhit-1_transcript_24563,-21.198751346151365,78398.KS43_17885,7.37e-75,228,"291H9@1|root,2ZP3V@2|Bacteria,1RDHD@1224|Proteobacteria,1S3P8@1236|Gammaproteobacteria,1MSQD@122277|Pectobacterium",1236|Gammaproteobacteria,S,Universal stress protein B (UspB),uspB,"GO:0005575,GO:0005623,GO:0005886,GO:0008150,GO:0009636,GO:0010033,GO:0016020,GO:0042221,GO:0042493,GO:0044464,GO:0045471,GO:0046677,GO:0050896,GO:0071944,GO:0097305,GO:1901700",-,ko:K06144,-,-,-,-,"ko00000,ko02000",9.B.4.1.1,-,-,UspB
CM_cdhit-1_transcript_24565,-21.093151840192395,426114.THI_1967,6.16e-7,58.9,"COG5563@1|root,COG5563@2|Bacteria",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,DUF5122
CM_cdhit-1_transcript_24671,-21.093151840192395,445961.IW15_05400,2.41e-214,594,"COG0492@1|root,COG0492@2|Bacteria,4NEVX@976|Bacteroidetes,1HXE2@117743|Flavobacteriia,3ZPB1@59732|Chryseobacterium",976|Bacteroidetes,O,Thioredoxin reductase,trxB,-,1.8.1.9,ko:K00384,"ko00450,map00450",-,"R02016,R03596,R09372","RC00013,RC02518,RC02873","ko00000,ko00001,ko01000",-,-,-,Pyr_redox_2
CM_cdhit-1_transcript_25604,-21.093151840192395,561230.PC1_4201,2.5e-95,280,"COG0589@1|root,COG0589@2|Bacteria,1MV6Y@1224|Proteobacteria,1RQQ7@1236|Gammaproteobacteria,1MQYK@122277|Pectobacterium",1236|Gammaproteobacteria,T,Universal stress protein,uspA,"GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0042802,GO:0044424,GO:0044464",-,ko:K06149,-,-,-,-,ko00000,-,-,-,Usp
CM_cdhit-1_transcript_26095,-21.11327262830988,1121286.AUMT01000004_gene797,2.4299999999999998e-260,764,"COG0841@1|root,COG0841@2|Bacteria,4NDZG@976|Bacteroidetes,1HX2H@117743|Flavobacteriia,3ZNWQ@59732|Chryseobacterium",976|Bacteroidetes,V,Belongs to the resistance-nodulation-cell division (RND) (TC 2.A.6) family,mexF,-,-,ko:K03296,-,-,-,-,ko00000,2.A.6.2,-,-,ACR_tran
CM_cdhit-1_transcript_26113,-21.243348086830444,205922.Pfl01_5107,3.75e-74,231,"COG0537@1|root,COG0537@2|Bacteria,1RDCJ@1224|Proteobacteria,1S3QE@1236|Gammaproteobacteria,1YQBS@136843|Pseudomonas fluorescens group",1236|Gammaproteobacteria,FG,Scavenger mRNA decapping enzyme C-term binding,hinT,"GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006522,GO:0006524,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009063,GO:0009078,GO:0009080,GO:0009987,GO:0016054,GO:0016787,GO:0016810,GO:0016811,GO:0019478,GO:0019752,GO:0043436,GO:0043530,GO:0044237,GO:0044238,GO:0044248,GO:0044281,GO:0044282,GO:0044424,GO:0044444,GO:0044464,GO:0046144,GO:0046395,GO:0046416,GO:0046436,GO:0055130,GO:0071704,GO:1901564,GO:1901565,GO:1901575,GO:1901605,GO:1901606",-,ko:K02503,-,-,-,-,"ko00000,ko04147",-,-,-,"DcpS_C,HIT"
CM_cdhit-1_transcript_26279,-21.093151840192395,55207.KP22_03155,3.769999999999999e-215,596,"COG0492@1|root,COG0492@2|Bacteria,1MV15@1224|Proteobacteria,1RMEX@1236|Gammaproteobacteria,1MRDT@122277|Pectobacterium",1236|Gammaproteobacteria,C,Belongs to the class-II pyridine nucleotide-disulfide oxidoreductase family,trxB,"GO:0000166,GO:0003674,GO:0003824,GO:0004791,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0008150,GO:0008152,GO:0009636,GO:0009987,GO:0015036,GO:0016209,GO:0016491,GO:0016651,GO:0016667,GO:0016668,GO:0036094,GO:0042221,GO:0043167,GO:0043168,GO:0044424,GO:0044444,GO:0044464,GO:0048037,GO:0050660,GO:0050662,GO:0050896,GO:0051716,GO:0055114,GO:0070887,GO:0097159,GO:0097237,GO:0098754,GO:0098869,GO:1901265,GO:1901363,GO:1990748",1.8.1.9,ko:K00384,"ko00450,map00450",-,"R02016,R03596,R09372","RC00013,RC02518,RC02873","ko00000,ko00001,ko01000",-,-,iPC815.YPO1374,Pyr_redox_2
CM_cdhit-1_transcript_26970,-21.071919472982263,1121285.AUFK01000010_gene1789,1.1099999999999999e-129,369,"28NS2@1|root,2ZBR4@2|Bacteria,4NMBV@976|Bacteroidetes,1I1PC@117743|Flavobacteriia,3ZUBV@59732|Chryseobacterium",976|Bacteroidetes,S,membrane,-,-,-,-,-,-,-,-,-,-,-,-,-
CM_cdhit-1_transcript_28698,-20.037491655413007,55207.KP22_12810,5.78e-284,794,"COG0282@1|root,COG0282@2|Bacteria,1MW61@1224|Proteobacteria,1RMKB@1236|Gammaproteobacteria,1MRRW@122277|Pectobacterium",1236|Gammaproteobacteria,F,Catalyzes the formation of acetyl phosphate from acetate and ATP. Can also catalyze the reverse reaction,ackA,"GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006083,GO:0006091,GO:0006113,GO:0006629,GO:0006631,GO:0006633,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0008270,GO:0008610,GO:0008776,GO:0009058,GO:0009987,GO:0015980,GO:0016053,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016774,GO:0016999,GO:0017000,GO:0017144,GO:0019413,GO:0019541,GO:0019542,GO:0019752,GO:0032787,GO:0042710,GO:0043167,GO:0043169,GO:0043436,GO:0044010,GO:0044011,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0044764,GO:0046394,GO:0046459,GO:0046872,GO:0046914,GO:0051703,GO:0051704,GO:0051790,GO:0055114,GO:0071704,GO:0072330,GO:0090605,GO:0090609,GO:1901576",2.7.2.1,ko:K00925,"ko00430,ko00620,ko00640,ko00680,ko00720,ko01100,ko01120,ko01200,map00430,map00620,map00640,map00680,map00720,map01100,map01120,map01200","M00357,M00579","R00315,R01353","RC00002,RC00043","ko00000,ko00001,ko00002,ko01000",-,-,"iSDY_1059.SDY_2492,iYL1228.KPN_02687",Acetate_kinase
CM_cdhit-1_transcript_28828,-21.093151840192395,561230.PC1_1584,1.9399999999999997e-174,489,"COG0834@1|root,COG0834@2|Bacteria,1MV3Q@1224|Proteobacteria,1RRI5@1236|Gammaproteobacteria,1MR7P@122277|Pectobacterium",1236|Gammaproteobacteria,ET,solute-binding protein,glnH,"GO:0005575,GO:0005623,GO:0030288,GO:0030313,GO:0031975,GO:0042597,GO:0044464",-,"ko:K02030,ko:K10036","ko02010,map02010","M00227,M00236",-,-,"ko00000,ko00001,ko00002,ko02000","3.A.1.3,3.A.1.3.2",-,-,SBP_bac_3
CM_cdhit-1_transcript_29050,-21.263387175690355,1121287.AUMU01000001_gene1278,5.37e-82,248,"COG3871@1|root,COG3871@2|Bacteria,4PGEZ@976|Bacteroidetes,1IM0Q@117743|Flavobacteriia,3ZTN8@59732|Chryseobacterium",976|Bacteroidetes,S,Pyridoxamine 5'-phosphate oxidase like,-,-,-,-,-,-,-,-,-,-,-,-,Pyrid_ox_like
CM_cdhit-1_transcript_29288,-21.243348086830444,1166016.W5S_4712,2.7700000000000002e-192,546,"COG1879@1|root,COG1879@2|Bacteria,1NRXG@1224|Proteobacteria,1RPBV@1236|Gammaproteobacteria,1MR5F@122277|Pectobacterium",1236|Gammaproteobacteria,G,Periplasmic binding protein,rbsB,"GO:0003674,GO:0005215,GO:0005488,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006935,GO:0008150,GO:0008643,GO:0009605,GO:0015144,GO:0015145,GO:0015749,GO:0015750,GO:0015752,GO:0016020,GO:0016021,GO:0022857,GO:0030246,GO:0030288,GO:0030313,GO:0031224,GO:0031975,GO:0034219,GO:0036094,GO:0040011,GO:0042221,GO:0042330,GO:0042597,GO:0044425,GO:0044464,GO:0048029,GO:0050896,GO:0050918,GO:0051119,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071944",-,ko:K10439,"ko02010,ko02030,map02010,map02030",M00212,-,-,"ko00000,ko00001,ko00002,ko02000","3.A.1.2.1,3.A.1.2.13,3.A.1.2.19",-,-,Peripla_BP_4
CM_cdhit-1_transcript_30061,-20.037491655413007,1163398.AJJP01000074_gene2508,1.6999999999999998e-151,444,"COG0446@1|root,COG0446@2|Bacteria,1MXA9@1224|Proteobacteria,1S1NM@1236|Gammaproteobacteria",1236|Gammaproteobacteria,C,Hydrogen cyanide synthase HcnB,hcnB,-,1.4.99.5,ko:K10815,"ko00460,ko01110,map00460,map01110",-,"R00374,R05704",RC02808,"ko00000,ko00001,ko01000,ko02042",-,-,-,"Fer2_BFD,Pyr_redox_2"
CM_cdhit-1_transcript_31200,-20.930371256807472,1217656.F964_03498,4.14e-138,391,"COG3560@1|root,COG3560@2|Bacteria,1PG88@1224|Proteobacteria,1RP63@1236|Gammaproteobacteria,3NIPQ@468|Moraxellaceae",1236|Gammaproteobacteria,S,Nitroreductase family,-,-,-,ko:K07078,-,-,-,-,ko00000,-,-,-,Nitroreductase
CM_cdhit-1_transcript_31656,-8.222049632115436,1121875.KB907560_gene526,2.52e-26,108,"2DNPH@1|root,32YF1@2|Bacteria,4NVUP@976|Bacteroidetes",976|Bacteroidetes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CM_cdhit-1_transcript_32257,21.766592858950258,411462.DORLON_03023,2.83e-18,82.4,"2DPDN@1|root,331NP@2|Bacteria,1VFF8@1239|Firmicutes,24S9D@186801|Clostridia",186801|Clostridia,S,ORF located using Blastx,-,-,-,-,-,-,-,-,-,-,-,-,-
CM_cdhit-1_transcript_32263,-8.938801679901337,1430440.MGMSRv2_1983,1.32e-23,103,"2DNPH@1|root,32YF1@2|Bacteria,1NARM@1224|Proteobacteria,2UJNP@28211|Alphaproteobacteria",28211|Alphaproteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CM_cdhit-1_transcript_32292,-21.3966884689787,629265.PMA4326_11942,2.07e-268,743,"2DQNZ@1|root,337UY@2|Bacteria,1NCM5@1224|Proteobacteria,1SE46@1236|Gammaproteobacteria,1Z8W5@136849|Pseudomonas syringae group",1236|Gammaproteobacteria,S,"outer membrane porin, OprD family",oprD,-,-,ko:K18093,"ko01501,ko02020,map01501,map02020",M00745,-,-,"ko00000,ko00001,ko00002,ko01000,ko01504,ko02000",1.B.25.1.1,-,-,OprD
CM_cdhit-1_transcript_32372,-11.00484891805251,3880.AES58606,1.05e-6,60.8,"2CYJ8@1|root,2S4RZ@2759|Eukaryota,37W3F@33090|Viridiplantae,3GKHF@35493|Streptophyta",35493|Streptophyta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CM_cdhit-1_transcript_34568,-21.198751346151365,867900.Celly_1723,3.7599999999999995e-242,699,"COG0419@1|root,COG0419@2|Bacteria,4PMIE@976|Bacteroidetes,1I4I1@117743|Flavobacteriia",976|Bacteroidetes,L,ATPase involved in DNA repair,-,-,-,-,-,-,-,-,-,-,-,-,-
CM_cdhit-1_transcript_35412,-21.31955435673457,205918.Psyr_1859,3e-52,167,"2A0P4@1|root,30NTD@2|Bacteria,1QH3K@1224|Proteobacteria,1TEMZ@1236|Gammaproteobacteria,1Z7ZT@136849|Pseudomonas syringae group",1236|Gammaproteobacteria,S,Protein of unknown function (DUF3509),-,-,-,-,-,-,-,-,-,-,-,-,DUF3509
CM_cdhit-1_transcript_36242,-21.500742821562092,1121286.AUMT01000010_gene4023,2.1099999999999996e-130,383,"COG1376@1|root,COG1376@2|Bacteria,4NNMF@976|Bacteroidetes,1IJ04@117743|Flavobacteriia,3ZQDM@59732|Chryseobacterium",976|Bacteroidetes,S,"L,D-transpeptidase catalytic domain",-,-,-,-,-,-,-,-,-,-,-,-,YkuD_2
CM_cdhit-1_transcript_36402,-21.024451202247334,223283.PSPTO_0155,4.09e-37,132,"COG3360@1|root,COG3360@2|Bacteria,1N6UT@1224|Proteobacteria,1SCF7@1236|Gammaproteobacteria,1Z85E@136849|Pseudomonas syringae group",1236|Gammaproteobacteria,S,Dodecin,-,-,-,ko:K09165,-,-,-,-,ko00000,-,-,-,Dodecin
CM_cdhit-1_transcript_37009,-20.037491655413007,1500281.JQKZ01000011_gene2030,2.61e-199,580,"COG1741@1|root,COG1741@2|Bacteria,4NEV6@976|Bacteroidetes,1HXYI@117743|Flavobacteriia,3ZPDD@59732|Chryseobacterium",976|Bacteroidetes,S,Belongs to the pirin family,-,-,-,ko:K06911,-,-,-,-,ko00000,-,-,-,"Pirin,Pirin_C"
CM_cdhit-1_transcript_37050,-13.241922954595605,40492.XP_007311851.1,1.24e-14,75.5,"2CYEG@1|root,2S3VE@2759|Eukaryota,39JDY@33154|Opisthokonta,3Q3QK@4751|Fungi,3VCE3@5204|Basidiomycota,22BZN@155619|Agaricomycetes",4751|Fungi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CM_cdhit-1_transcript_37106,-10.208606880111306,1430440.MGMSRv2_1983,1.74e-42,145,"2DNPH@1|root,32YF1@2|Bacteria,1NARM@1224|Proteobacteria,2UJNP@28211|Alphaproteobacteria",28211|Alphaproteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CM_cdhit-1_transcript_37744,-21.431687908042694,491205.JARQ01000001_gene800,2.08e-100,307,"COG0664@1|root,COG0664@2|Bacteria,4NM5E@976|Bacteroidetes,1I7GT@117743|Flavobacteriia,3ZQTU@59732|Chryseobacterium",976|Bacteroidetes,T,Crp-like helix-turn-helix domain,-,-,-,-,-,-,-,-,-,-,-,-,"Crp,HTH_Crp_2,cNMP_binding"
CM_cdhit-1_transcript_38668,-21.3966884689787,1218103.CIN01S_11_00960,0,2030,"COG0085@1|root,COG0085@2|Bacteria,4NF8D@976|Bacteroidetes,1HXXA@117743|Flavobacteriia,3ZNKY@59732|Chryseobacterium",976|Bacteroidetes,K,DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates,rpoB,"GO:0000428,GO:0005575,GO:0005622,GO:0005623,GO:0030880,GO:0032991,GO:0044424,GO:0044464,GO:0061695,GO:1902494,GO:1990234",2.7.7.6,ko:K03043,"ko00230,ko00240,ko01100,ko03020,map00230,map00240,map01100,map03020",M00183,"R00435,R00441,R00442,R00443",RC02795,"br01611,ko00000,ko00001,ko00002,ko01000,ko03021,ko03400",-,-,-,"RNA_pol_Rpb2_1,RNA_pol_Rpb2_2,RNA_pol_Rpb2_3,RNA_pol_Rpb2_45,RNA_pol_Rpb2_6,RNA_pol_Rpb2_7"
CM_cdhit-1_transcript_38998,-21.093151840192395,218491.ECA2150,1.38e-59,186,"COG2314@1|root,COG2314@2|Bacteria,1RJJN@1224|Proteobacteria,1S6WP@1236|Gammaproteobacteria,1MSVC@122277|Pectobacterium",1236|Gammaproteobacteria,S,TM2 domain,-,-,-,-,-,-,-,-,-,-,-,-,"Pilin,TM2"
